pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en,ex4_de,ex4_en,ex5_de,ex5_en
noun,Gemüse,das,n,"Many food categories are neuter",Gemüse,vegetables,Das Gemüse ist frisch.,The vegetables are fresh.,Ich kaufe Gemüse auf dem Markt.,I buy vegetables at the market.,,,,,,
noun,Obst,das,n,"Many food categories are neuter",,fruit,Obst ist gesund.,Fruit is healthy.,,,,,,,,
noun,Orange,die,f,"Many fruits ending -e are feminine",Orangen,orange (fruit),Die Orange ist süß.,The orange is sweet.,,,,,,,,
noun,Zitrone,die,f,"Many fruits ending -e are feminine",Zitronen,lemon,Die Zitrone ist sauer.,The lemon is sour.,,,,,,,,
noun,Erdbeere,die,f,"Compound with Beere is feminine",Erdbeeren,strawberry,Die Erdbeeren sind rot.,The strawberries are red.,,,,,,,,
noun,Kirsche,die,f,"Nouns ending -e are often feminine",Kirschen,cherry,Die Kirsche schmeckt gut.,The cherry tastes good.,,,,,,,,
noun,Traube,die,f,"Nouns ending -e are often feminine",Trauben,grape,Die Trauben sind süß.,The grapes are sweet.,,,,,,,,
noun,Gurke,die,f,"Nouns ending -e are often feminine",Gurken,cucumber,Die Gurke ist grün.,The cucumber is green.,,,,,,,,
noun,Paprika,die/der,m/f,"Gender varies by region",Paprika,bell pepper,Die Paprika ist rot.,The bell pepper is red.,,,,,,,,
noun,Zwiebel,die,f,"Many food nouns are feminine",Zwiebeln,onion,Die Zwiebel ist scharf.,The onion is spicy.,,,,,,,,
noun,Kartoffel,die,f,"Many food nouns are feminine",Kartoffeln,potato,Die Kartoffeln sind im Keller.,The potatoes are in the basement.,,,,,,,,
noun,Fleisch,das,n,"Many food categories are neuter",,meat,Das Fleisch ist zart.,The meat is tender.,Ich esse kein Fleisch.,I don't eat meat.,,,,,,
noun,Fisch,der,m,"Many animals are masculine",Fische,fish,Der Fisch schwimmt im Wasser.,The fish swims in the water.,Ich esse gern Fisch.,I like eating fish.,,,,,,
noun,Huhn,das,n,"Many animals are neuter",Hühner,chicken,Das Huhn gackert.,The chicken clucks.,,,,,,,,
noun,Ei,das,n,"Many foods are neuter",Eier,egg,Das Ei ist gekocht.,The egg is boiled.,Ich esse ein Ei zum Frühstück.,I eat an egg for breakfast.,,,,,,
noun,Salz,das,n,"Many seasonings are neuter",,salt,Das Salz ist im Salzstreuer.,The salt is in the salt shaker.,,,,,,,,
noun,Pfeffer,der,m,"Many seasonings are masculine",,pepper,Der Pfeffer ist scharf.,The pepper is spicy.,,,,,,,,
noun,Zucker,der,m,"Many foods are masculine",,sugar,Der Zucker ist im Zuckerbehälter.,The sugar is in the sugar container.,,,,,,,,
noun,Mehl,das,n,"Many baking items are neuter",,flour,Das Mehl ist weiß.,The flour is white.,,,,,,,,
noun,Öl,das,n,"Many liquids are neuter",Öle,oil,Das Öl ist in der Flasche.,The oil is in the bottle.,,,,,,,,
noun,Essig,der,m,"Many condiments are masculine",,vinegar,Der Essig ist sauer.,The vinegar is sour.,,,,,,,,
noun,Saft,der,m,"Many drinks are masculine",Säfte,juice,Der Saft ist frisch gepresst.,The juice is freshly squeezed.,,,,,,,,
noun,Limonade,die,f,"Many drinks ending -e are feminine",Limonaden,lemonade/soda,Die Limonade ist kalt.,The lemonade is cold.,,,,,,,,
noun,Wein,der,m,"Many alcoholic drinks are masculine",Weine,wine,Der Wein ist trocken.,The wine is dry.,,,,,,,,
noun,Bier,das,n,"Many alcoholic drinks are neuter",Biere,beer,Das Bier ist kalt.,The beer is cold.,,,,,,,,
noun,Sekt,der,m,"Many alcoholic drinks are masculine",Sekte,sparkling wine,Der Sekt sprudelt.,The sparkling wine bubbles.,,,,,,,,
noun,Geburtstag,der,m,"Compound with Tag is masculine",Geburtstage,birthday,Heute ist mein Geburtstag.,Today is my birthday.,Ich feiere Geburtstag.,I celebrate my birthday.,,,,,,
noun,Geschenk,das,n,"Many nouns ending -enk are neuter",Geschenke,gift/present,Das Geschenk ist für dich.,The gift is for you.,,,,,,,,
noun,Karte,die,f,"Many nouns ending -e are feminine",Karten,card,Die Karte ist schön.,The card is beautiful.,Ich schreibe eine Karte.,I write a card.,,,,,,
noun,Einladung,die,f,"Nouns ending -ung are feminine",Einladungen,invitation,Die Einladung ist per E-Mail.,The invitation is by email.,,,,,,,,
noun,Feier,die,f,"Many nouns ending -er are feminine here",Feiern,celebration/party,Die Feier ist am Samstag.,The party is on Saturday.,,,,,,,,
noun,Party,die,f,"Many loanwords are feminine",Partys,party,Die Party ist toll.,The party is great.,,,,,,,,
noun,Fest,das,n,"Many events are neuter",Feste,festival/celebration,Das Fest beginnt um acht.,The festival starts at eight.,,,,,,,,
noun,Weihnachten,das,n,"Holiday names are neuter",,Christmas,Weihnachten ist im Dezember.,Christmas is in December.,,,,,,,,
noun,Ostern,das,n,"Holiday names are neuter",,Easter,Ostern ist im Frühling.,Easter is in spring.,,,,,,,,
noun,Silvester,der,m,"New Year's Eve is masculine",,New Year's Eve,Silvester feiern wir.,We celebrate New Year's Eve.,,,,,,,,
noun,Neujahr,das,n,"Compound with Jahr is neuter",,New Year's Day,Neujahr ist der erste Januar.,New Year's Day is the first of January.,,,,,,,,
noun,Wanderung,die,f,"Nouns ending -ung are feminine",Wanderungen,hike,Die Wanderung war schön.,The hike was nice.,Wir machen eine Wanderung.,We go for a hike.,,,,,,
noun,Ausflug,der,m,"Compound with Flug is masculine",Ausflüge,trip/excursion,Wir machen einen Ausflug.,We go on a trip.,,,,,,,,
noun,Reise,die,f,"Many nouns ending -e are feminine",Reisen,trip/journey,Die Reise war lang.,The trip was long.,,,,,,,,
noun,Urlaub,der,m,"Many nouns are masculine",Urlaube,vacation,Der Urlaub war schön.,The vacation was nice.,Ich habe Urlaub.,I have vacation.,,,,,,
noun,Ferien,die,pl,"Always plural",,vacation (school),Die Ferien sind im Sommer.,School vacation is in summer.,,,,,,,,
noun,Strand,der,m,"Many nature nouns are masculine",Strände,beach,Der Strand ist sauber.,The beach is clean.,Wir gehen an den Strand.,We go to the beach.,,,,,,
noun,Schwimmbad,das,n,"Compound with Bad is neuter",Schwimmbäder,swimming pool,Das Schwimmbad ist geöffnet.,The swimming pool is open.,,,,,,,,
noun,Halle,die,f,"Nouns ending -e are often feminine",Hallen,hall,Die Halle ist groß.,The hall is big.,,,,,,,,
noun,Platz,der,m,"Many places are masculine",Plätze,place/square,Der Platz ist in der Stadtmitte.,The square is in the city center.,,,,,,,,
noun,Dorf,das,n,"Many places are neuter",Dörfer,village,Das Dorf ist klein.,The village is small.,,,,,,,,
noun,Kino,das,n,"Many places ending -o are neuter",Kinos,cinema,Das Kino ist neu.,The cinema is new.,Wir gehen ins Kino.,We go to the cinema.,,,,,,
noun,Kneipe,die,f,"Nouns ending -e are often feminine",Kneipen,bar/pub,Die Kneipe ist voll.,The bar is full.,,,,,,,,
noun,Café,das,n,"Many loanwords are neuter",Cafés,cafe,Das Café ist gemütlich.,The cafe is cozy.,,,,,,,,
noun,Bäckerei,die,f,"Nouns ending -ei are feminine",Bäckereien,bakery,Die Bäckerei ist um die Ecke.,The bakery is around the corner.,,,,,,,,
noun,Metzgerei,die,f,"Nouns ending -ei are feminine",Metzgereien,butcher shop,Die Metzgerei hat frisches Fleisch.,The butcher shop has fresh meat.,,,,,,,,
noun,Keller,der,m,"Many rooms are masculine",Keller,basement/cellar,Der Keller ist kalt.,The basement is cold.,,,,,,,,
noun,Dach,das,n,"Many parts of house are neuter",Dächer,roof,Das Dach ist rot.,The roof is red.,,,,,,,,
noun,Wand,die,f,"Many parts of house are feminine",Wände,wall,Die Wand ist weiß.,The wall is white.,,,,,,,,
noun,Boden,der,m,"Many parts of house are masculine",Böden,floor/ground,Der Boden ist aus Holz.,The floor is made of wood.,,,,,,,,
noun,Steckdose,die,f,"Compound with Dose is feminine",Steckdosen,power outlet,Die Steckdose ist hinter dem Schrank.,The outlet is behind the wardrobe.,,,,,,,,
noun,Schalter,der,m,"Many electrical items are masculine",Schalter,switch,Der Schalter ist an der Wand.,The switch is on the wall.,,,,,,,,
noun,Heizung,die,f,"Nouns ending -ung are feminine",Heizungen,heating,Die Heizung ist warm.,The heating is warm.,,,,,,,,
noun,Müll,der,m,"Many nouns are masculine",,trash/garbage,Der Müll ist in der Tonne.,The trash is in the bin.,,,,,,,,
noun,Mülleimer,der,m,"Compound with Eimer is masculine",Mülleimer,trash can,Der Mülleimer ist voll.,The trash can is full.,,,,,,,,
noun,Tüte,die,f,"Nouns ending -e are often feminine",Tüten,bag (plastic/paper),Die Tüte ist aus Plastik.,The bag is made of plastic.,,,,,,,,
noun,Korb,der,m,"Many containers are masculine",Körbe,basket,Der Korb ist aus Stroh.,The basket is made of straw.,,,,,,,,
noun,Kopfschmerzen,der,pl,"Often used in plural",,headache,Ich habe Kopfschmerzen.,I have a headache.,,,,,,,,
noun,Zahnschmerzen,der,pl,"Often used in plural",,toothache,Ich habe Zahnschmerzen.,I have a toothache.,,,,,,,,
noun,Bauchschmerzen,der,pl,"Often used in plural",,stomachache,Ich habe Bauchschmerzen.,I have a stomachache.,,,,,,,,
noun,Fieber,das,n,"Many medical terms are neuter",,fever,Ich habe Fieber.,I have a fever.,,,,,,,,
noun,Husten,der,m,"Many medical terms are masculine",,cough,Er hat Husten.,He has a cough.,,,,,,,,
noun,Schnupfen,der,m,"Many medical terms are masculine",,cold (runny nose),Sie hat Schnupfen.,She has a cold.,,,,,,,,
noun,Tablette,die,f,"Many medical terms ending -e are feminine",Tabletten,tablet/pill,Ich nehme eine Tablette.,I take a tablet.,,,,,,,,
noun,Medikament,das,n,"Many medical terms ending -ment are neuter",Medikamente,medicine,Das Medikament hilft.,The medicine helps.,,,,,,,,
noun,Krankenwagen,der,m,"Compound with Wagen is masculine",Krankenwagen,ambulance,Der Krankenwagen kommt.,The ambulance is coming.,,,,,,,,
noun,Krankenschwester,die,f,"Compound with Schwester is feminine",Krankenschwestern,nurse,Die Krankenschwester hilft dem Arzt.,The nurse helps the doctor.,,,,,,,,
verb,laufen,,,,"","to run","Er läuft schnell.","He runs fast.","Wir laufen im Park.","We run in the park.",,,,,,
verb,rennen,,,,"","to race/dash","Sie rennt zur Tür.","She dashes to the door.",,,,,,,,
verb,springen,,,,"","to jump","Das Kind springt.","The child jumps.",,,,,,,,
verb,werfen,,,,"","to throw","Er wirft den Ball.","He throws the ball.",,,,,,,,
verb,fangen,,,,"","to catch","Sie fängt den Ball.","She catches the ball.",,,,,,,,
verb,spielen,,,,"","to play","Die Kinder spielen Fußball.","The children play soccer.",,,,,,,,
verb,zeichnen,,,,"","to draw","Ich zeichne ein Bild.","I draw a picture.",,,,,,,,
verb,malen,,,,"","to paint","Sie malt mit Wasserfarben.","She paints with watercolors.",,,,,,,,
verb,fotografieren,,,,"","to photograph","Er fotografiert die Blumen.","He photographs the flowers.",,,,,,,,
verb,rechnen,,,,"","to calculate/do math","Wir rechnen in der Schule.","We do math at school.",,,,,,,,
verb,zählen,,,,"","to count","Kannst du bis zehn zählen?","Can you count to ten?",,,,,,,,
verb,erzählen,,,,"","to tell/narrate","Erzähl mir eine Geschichte.","Tell me a story.",,,,,,,,
verb,bedeuten,,,,"","to mean","Was bedeutet das Wort?","What does that word mean?",,,,,,,,
verb,passieren,,,,"","to happen","Was ist passiert?","What happened?",,,,,,,,
verb,fehlen,,,,"","to be missing/absent","Heute fehlt ein Schüler.","Today one student is absent.",,,,,,,,
verb,schmecken,,,,"","to taste","Das Essen schmeckt gut.","The food tastes good.",,,,,,,,
verb,riechen,,,,"","to smell","Die Blume riecht gut.","The flower smells good.",,,,,,,,
verb,anprobieren,,,,"","to try on (clothes)","Ich probiere die Hose an.","I try on the pants.",,,,,,,,
verb,ausziehen,,,,"","to take off (clothes)","Ich ziehe die Jacke aus.","I take off the jacket.",,,,,,,,
verb,anziehen,,,,"","to put on (clothes)","Ich ziehe mich an.","I get dressed.",,,,,,,,
verb,umziehen,,,,"","to change clothes/move house","Ich ziehe mich um.","I change my clothes.","Wir ziehen nach Berlin um.","We are moving to Berlin.",,,,,
verb,einladen,,,,"","to invite","Ich lade dich zur Party ein.","I invite you to the party.",,,,,,,,
verb,vorstellen,,,,"","to introduce","Ich stelle dich meinem Freund vor.","I introduce you to my friend.",,,,,,,,
verb,kennenlernen,,,,"","to get to know","Ich möchte dich kennenlernen.","I would like to get to know you.",,,,,,,,
verb,verabreden,,,,"","to arrange to meet","Ich verabrede mich mit Freunden.","I arrange to meet friends.",,,,,,,,
verb,abholen,,,,"","to pick up","Ich hole dich vom Bahnhof ab.","I pick you up from the station.",,,,,,,,
verb,begrüßen,,,,"","to greet","Wir begrüßen die Gäste.","We greet the guests.",,,,,,,,
verb,verabschieden,,,,"","to say goodbye","Ich verabschiede mich.","I say goodbye.",,,,,,,,
verb,unterschreiben,,,,"","to sign","Bitte unterschreiben Sie hier.","Please sign here.",,,,,,,,
verb,erklären,,,,"","to explain","Kannst du das erklären?","Can you explain that?",,,,,,,,
verb,wiederholen,,,,"","to repeat","Können Sie das wiederholen?","Can you repeat that?",,,,,,,,
verb,bestellen,,,,"","to order","Ich bestelle einen Kaffee.","I order a coffee.",,,,,,,,
verb,empfehlen,,,,"","to recommend","Was empfiehlst du?","What do you recommend?",,,,,,,,
verb,probieren,,,,"","to try","Ich probiere das Essen.","I try the food.",,,,,,,,
verb,sparen,,,,"","to save","Ich spare Geld für den Urlaub.","I save money for vacation.",,,,,,,,
verb,verdienen,,,,"","to earn","Er verdient viel Geld.","He earns a lot of money.",,,,,,,,
verb,ausgeben,,,,"","to spend (money)","Ich gebe zu viel Geld aus.","I spend too much money.",,,,,,,,
verb,leihen,,,,"","to lend/borrow","Kannst du mir Geld leihen?","Can you lend me money?",",Ich leihe mir ein Buch von der Bibliothek.","I borrow a book from the library.",,,,,
verb,gehören,,,,"","to belong","Wem gehört das Buch?","Who does the book belong to?",",Das Buch gehört mir.","The book belongs to me.",,,,,
verb,feiern,,,,"","to celebrate","Wir feiern Geburtstag.","We celebrate a birthday.",,,,,,,,
adj,fertig,,,,,finished/ready,Ich bin fertig.,I am finished.,Das Essen ist fertig.,The food is ready.,,,,,,
adj,müde,,,,,tired,Ich bin müde.,I am tired.,,,,,,,,
adj,krank,,,,,sick,Er ist krank.,He is sick.,,,,,,,,
adj,gesund,,,,,healthy,Das Essen ist gesund.,The food is healthy.,,,,,,,,
adj,durstig,,,,,thirsty,Ich bin durstig.,I am thirsty.,,,,,,,,
adj,hungrig,,,,,hungry,Die Kinder sind hungrig.,The children are hungry.,,,,,,,,
adj,traurig,,,,,sad,Sie ist traurig.,She is sad.,,,,,,,,
adj,glücklich,,,,,happy,Er ist glücklich.,He is happy.,,,,,,,,
adj,nett,,,,,nice,Der Mann ist nett.,The man is nice.,,,,,,,,
adj,lieb,,,,,kind/dear,Die Oma ist lieb.,The grandma is kind.,,,,,,,,
adj,freundlich,,,,,friendly,Die Verkäuferin ist freundlich.,The saleswoman is friendly.,,,,,,,,
adj,unfreundlich,,,,,unfriendly,Der Chef ist unfreundlich.,The boss is unfriendly.,,,,,,,,
adj,lustig,,,,,funny,Der Film ist lustig.,The movie is funny.,,,,,,,,
adj,langweilig,,,,,boring,Der Unterricht ist langweilig.,The class is boring.,,,,,,,,
adj,interessant,,,,,interesting,Das Buch ist interessant.,The book is interesting.,,,,,,,,
adj,lang,,,,,long,Der Weg ist lang.,The way is long.,,,,,,,,
adj,kurz,,,,,short,Der Rock ist kurz.,The skirt is short.,,,,,,,,
adj,hoch,,,,,high/tall,Der Berg ist hoch.,The mountain is high.,,,,,,,,
adj,niedrig,,,,,low,Der Tisch ist niedrig.,The table is low.,,,,,,,,
adj,breit,,,,,wide,Die Straße ist breit.,The street is wide.,,,,,,,,
adj,eng,,,,,narrow,tDie Hose ist eng.,The pants are tight/narrow.,,,,,,,,
adj,leicht,,,,,light/easy,Die Aufgabe ist leicht.,The task is easy.,,,,,,,,
adj,schwer,,,,,heavy/difficult,Der Koffer ist schwer.,The suitcase is heavy.,,,,,,,,
adj,weich,,,,,soft,Das Kissen ist weich.,The pillow is soft.,,,,,,,,
adj,hart,,,,,hard,Das Brot ist hart.,The bread is hard.,,,,,,,,
adj,scharf,,,,,spicy/sharp,Das Messer ist scharf.,The knife is sharp.,Die Soße ist scharf.,The sauce is spicy.,,,,,,
adj,süß,,,,,sweet,Der Kuchen ist süß.,The cake is sweet.,,,,,,,,
adj,sauer,,,,,sour,Die Zitrone ist sauer.,The lemon is sour.,,,,,,,,
adj,bitter,,,,,bitter,Die Schokolade ist bitter.,The chocolate is bitter.,,,,,,,,
adj,leer,,,,,empty,Die Flasche ist leer.,The bottle is empty.,,,,,,,,
adj,voll,,,,,full,Das Glas ist voll.,The glass is full.,,,,,,,,
adj,offen,,,,,open,Das Fenster ist offen.,The window is open.,,,,,,,,
adj,geschlossen,,,,,closed,Das Geschäft ist geschlossen.,The store is closed.,,,,,,,,
adj,kaputt,,,,,broken,Mein Handy ist kaputt.,My phone is broken.,,,,,,,,
adj,ganz,,,,,whole/all,Das ganze Haus ist sauber.,The whole house is clean.,,,,,,,,
adj,halb,,,,,half,Es ist halb acht.,It is half past seven.,,,,,,,,
adj,letzte,,,,,last,Letzte Woche war ich in Berlin.,Last week I was in Berlin.,,,,,,,,
adj,nächste,,,,,next,Nächste Woche habe ich Zeit.,Next week I have time.,,,,,,,,
adj,dieser/diese/dieses,,,,,this,Dieser Mann ist mein Freund.,This man is my friend.,Diese Frau ist meine Mutter.,This woman is my mother.,Dieses Kind ist klein.,This child is small.,,,,
adj,jener/jene/jenes,,,,,that,Jener Tag war schön.,That day was beautiful.,,,,,,,,
adj,ander,,,,,other,Der andere Schuh ist schwarz.,The other shoe is black.,,,,,,,,
adj,gleich,,,,,same,Wir haben die gleiche Tasche.,We have the same bag.,,,,,,,,
adj,eigen,,,,,own,Das ist mein eigenes Zimmer.,That is my own room.,,,,,,,,
adj,komplett,,,,,complete,Das Set ist komplett.,The set is complete.,,,,,,,,
adj,extra,,,,,extra,Das kostet extra.,That costs extra.,,,,,,,,
adv,heute,,,,,today,Heute ist Montag.,Today is Monday.,,,,,,,,
adv,gestern,,,,,yesterday,Gestern war ich im Kino.,Yesterday I was at the cinema.,,,,,,,,
adv,morgen,,,,,tomorrow,Morgen habe ich frei.,Tomorrow I am free.,,,,,,,,
adv,übermorgen,,,,,the day after tomorrow,Übermorgen ist Donnerstag.,The day after tomorrow is Thursday.,,,,,,,,
adv,jetzt,,,,,now,Jetzt habe ich Zeit.,Now I have time.,,,,,,,,
adv,gleich,,,,,soon/in a moment,Ich komme gleich.,I'll come in a moment.,,,,,,,,
adv,später,,,,,later,Wir sehen uns später.,We'll see each other later.,,,,,,,,
adv,früher,,,,,earlier/in the past,Früher war ich in der Schule.,Earlier I was at school.,,,,,,,,
adv,immer,,,,,always,Er ist immer pünktlich.,He is always on time.,,,,,,,,
adv,nie/niemals,,,,,never,Ich trinke nie Kaffee.,I never drink coffee.,,,,,,,,
adv,oft,,,,,often,Wir gehen oft ins Kino.,We often go to the cinema.,,,,,,,,
adv,manchmal,,,,,sometimes,Manchmal koche ich.,Sometimes I cook.,,,,,,,,
adv,selten,,,,,rarely,Sie kommt selten zu spät.,She rarely comes late.,,,,,,,,
adv,meistens,,,,,mostly,Meistens esse ich zu Hause.,I mostly eat at home.,,,,,,,,
adv,zusammen,,,,,together,Wir lernen zusammen.,We learn together.,,,,,,,,
