test_text,answer,test_verb,tip,meaning,grammar_tip
"null wohnen Sie?","Wo","wo","formal location","Where do you live? (formal)","Formal: Wo wohnen Sie? (Sie with plural verb)"
"null kommen Sie?","Woher","woher","formal origin","Where do you come from? (formal)","Formal: Woher kommen Sie?"
"null gehen Sie?","Wohin","wohin","formal direction","Where are you going? (formal)","Formal: Wohin gehen Sie?"
"null sind Sie?","Wer","wer","formal person","Who are you? (formal)","Formal: Wer sind Sie? (wer + plural verb with Sie)"
"null ist passiert?","Was","was","what happened","What happened?","was + ist + past participle: Was ist passiert?"
"null kommt heute?","Wer","wer","who subject","Who is coming today?","wer + verb in 3rd person singular: Wer kommt?"
"null suchst du?","Wen","wen","whom object","Whom are you looking for?","wen (accusative) asks for person as object."
"null hilfst du?","Wem","wem","to whom","To whom are you helping?","wem (dative) asks for person as indirect object."
"null denkst du?","Woran","woran","what about","What are you thinking about?","woran (an + was) asks about a topic/idea."
"null Farben magst du?","Welche","welche","which colors","Which colors do you like?","welche + plural noun: Welche Farben...?"
"null Tisch ist neu.","Dieser","dieser","this (masculine)","This table is new.","dieser is used for masculine nouns (der Tisch) in nominative case."
"null Lampe ist kaputt.","Diese","diese","this (feminine)","This lamp is broken.","diese is used for feminine nouns (die Lampe) in nominative case."
"null Buch ist interessant.","Dieses","dieses","this (neuter)","This book is interesting.","dieses is used for neuter nouns (das Buch) in nominative case."
"null Schuhe sind zu klein.","Diese","diese","these (plural)","These shoes are too small.","diese is used for plural nouns (die Schuhe) in nominative case."
"Ich kaufe null Stuhl.","diesen","dieser","this one (accusative)","I'm buying this chair.","Accusative masculine: diesen Stuhl (der → den)."
"Ich mag null Lampe.","diese","dieser","this one (accusative fem)","I like this lamp.","Feminine nouns don't change in accusative: diese Lampe."
"Ich nehme null Buch.","dieses","dieser","this one (accusative neut)","I'll take this book.","Neuter nouns don't change in accusative: dieses Buch."
"null hier ist meins.","Dieser","dieser","this one (masculine)","This one here is mine.","Pronoun use: dieser replaces a masculine noun."
"null da drüben gehört mir.","Das","das","that one (neuter)","That one over there belongs to me.","das used as demonstrative pronoun for neuter nouns."
"null Frau dort kenne ich nicht.","Die","die","that one (feminine)","I don't know that woman there.","die used as demonstrative pronoun for feminine nouns."
"null Mann da ist mein Vater.","Der","der","that one (masculine)","That man there is my father.","der used as demonstrative pronoun for masculine nouns."
"null Leute dort sind nett.","Die","die","those (plural)","Those people over there are nice.","die used as demonstrative pronoun for plural nouns."
"null Haus da drüben ist alt.","Das","das","that (neuter)","That house over there is old.","das used as demonstrative for distant objects (jener is formal)."
"null Blumen sind schön.","Diese","diese","these (plural)","These flowers are beautiful.","diese + plural noun: diese Blumen."
"null Auto fährt schnell.","Dieses","dieses","this (neuter)","This car drives fast.","dieses + neuter noun: dieses Auto."
"null Pullover gefällt mir.","Dieser","dieser","this (masculine)","I like this sweater.","dieser + masculine noun: dieser Pullover."
"null Tasche ist teuer.","Diese","diese","this (feminine)","This bag is expensive.","diese + feminine noun: diese Tasche."
"Kennst du null Mann?","diesen","dieser","this/that one","Do you know this/that man?","Accusative masculine: diesen Mann (object of kennen)."
"null da drüben ist schön.","Das","das","that one","That one over there is beautiful.","das as demonstrative pronoun pointing to something."
"null sind meine Eltern.","Das","das","these/those","Those are my parents.","das is used as a demonstrative for plural introductions."
"null ist mein Bruder.","Das","das","this/that is","This/that is my brother.","das is used with sein to introduce people."
"null Buch hier ist neu.","Dieses","dieses","this one here","This book here is new.","dieses + hier emphasizes proximity."
"null Stift dort gehört mir.","Der","der","that one there","That pen there belongs to me.","der + dort emphasizes distance."
"null Schuhe sind bequem.","Diese","diese","these","These shoes are comfortable.","diese + plural noun: diese Schuhe."
"null hier schmeckt gut.","Dieses","dieses","this one","This one here tastes good.","Pronoun use: dieses refers to a neuter noun like das Essen."
"null da drüben ist teuer.","Der","der","that one","That one over there is expensive.","Pronoun use: der refers to a masculine noun like der Tisch."
"null Blume riecht gut.","Diese","diese","this one","This flower smells good.","diese refers to a feminine noun like die Blume."
"null sind meine Freunde.","Das","das","these/those","These/those are my friends.","das used for plural introductions: Das sind meine Freunde."
"null Pullover ist warm.","Dieser","dieser","this one","This sweater is warm.","dieser refers to masculine noun der Pullover."
"null Tasche ist leicht.","Diese","diese","this one","This bag is light.","diese refers to feminine noun die Tasche."
"Ich null Deutsch.","lerne","lernen","SVO pattern","I learn German.","Basic word order: Subject (Ich) + Verb (lerne) + Object (Deutsch)."
"Du null in Berlin.","wohnst","wohnen","SVO pattern","You live in Berlin.","Subject (Du) + Verb (wohnst) + place (in Berlin)."
"Er null Kaffee.","trinkt","trinken","SVO pattern","He drinks coffee.","Subject (Er) + Verb (trinkt) + Object (Kaffee)."
"Wir null Pizza.","essen","essen","SVO pattern","We eat pizza.","Subject (Wir) + Verb (essen) + Object (Pizza)."
"Ihr null Fußball.","spielt","spielen","SVO pattern","You (plural) play football.","Subject (Ihr) + Verb (spielt) + Object (Fußball)."
"Meine Mutter null gut.","kocht","kochen","SVO pattern","My mother cooks well.","Subject (Meine Mutter) + Verb (kocht) + adverb (gut)."
"Der Hund null laut.","bellt","bellen","SVO pattern","The dog barks loudly.","Subject (Der Hund) + Verb (bellt) + adverb (laut)."
"Heute null ich Deutsch.","lerne","lernen","inversion","Today I learn German.","Time element first → verb still position 2: Heute lerne ich Deutsch."
"Morgen null wir nach Berlin.","fahren","fahren","inversion","Tomorrow we go to Berlin.","Time first → verb second: Morgen fahren wir nach Berlin."
"Im Sommer null wir reisen.","reisen","reisen","inversion","In summer we travel.","Prepositional phrase first → verb second: Im Sommer reisen wir."
"null du Deutsch?","Lernst","lernen","question","Do you learn German?","Yes/no question: verb first (Lernst du...?)"
"null ihr heute?","Kommt","kommen","question","Are you (plural) coming today?","Yes/no question: verb first (Kommt ihr...?)"
"null wohnst du?","Wo","wo","W-question","Where do you live?","W-word (Wo) first, then verb: Wo wohnst du?"
"null heißt du?","Wie","wie","W-question","What is your name?","W-word (Wie) first, then verb: Wie heißt du?"
"null kommt er?","Wann","wann","W-question","When is he coming?","W-word (Wann) first, then verb: Wann kommt er?"
"Ich null heute null.","lerne nicht","nicht","negation","I am not learning today.","Negation with nicht at the end: Ich lerne heute nicht."
"Er null Kaffee null.","trinkt nicht","nicht","negation","He does not drink coffee.","Negation with nicht at the end: Er trinkt Kaffee nicht."
"Sie null null Deutsch.","spricht nicht","nicht","negation","She does not speak German.","Negation with nicht: Sie spricht nicht Deutsch."
"Ich habe null Hund.","keinen","kein","negation with noun","I have no dog.","Negation with keinen (accusative masculine): Ich habe keinen Hund."
"Das ist null Buch.","kein","kein","negation with noun","That is not a book.","Negation with kein (neuter nominative): Das ist kein Buch."
"Sie hat null Zeit.","keine","kein","negation with noun","She has no time.","Negation with keine (feminine accusative): Sie hat keine Zeit."
"Ich null gern Sport.","mache","machen","SVO with adverb","I like to do sports.","Subject + Verb + adverb (gern) + Object: Ich mache gern Sport."
"Wir null am Wochenende null.","gehen schwimmen","gehen","verb + verb pattern","We go swimming on weekends.","Two verbs: conjugated verb (gehen) in position 2, infinitive (schwimmen) at end."
"Er null heute null.","kommt nicht","nicht","negation position","He is not coming today.","Nicht at end: Er kommt heute nicht."
"Ich null meine Oma null.","besuche nicht","nicht","negation position","I am not visiting my grandma.","Nicht at end: Ich besuche meine Oma nicht."
"null du morgen null?","Kommst mit","mitkommen","separable verb","Are you coming along tomorrow?","Separable verb: Kommst du morgen mit?"
"null null wir heute?","Gehen wir","gehen","question","Are we going today?","Yes/no question: Gehen wir heute?"
"Im Winter null es null.","schneit nicht","schneien","negation + inversion","In winter it does not snow.","Time first + negation at end: Im Winter schneit es nicht."
"Den Film null ich null null.","sehe nicht","sehen","object first","I don't see the film.","Object first (Den Film) + verb + subject + nicht at end."
"Null null du das Buch?","Kaufst du","kaufen","question","Are you buying the book?","Yes/no question: Kaufst du das Buch?"
"null du Deutsch?","Lernst","lernen","verb first","Do you learn German?","Yes/no questions: conjugated verb (lernst) comes first, then subject (du)."
"null du Hunger?","Hast","haben","haben question","Do you have hunger? (Are you hungry?)","Verb-first with haben: Hast du Hunger?"
"null er heute?","Kommt","kommen","verb first","Is he coming today?","Verb (kommt) + subject (er) + time (heute): Kommt er heute?"
"null ihr ins Kino?","Geht","gehen","verb first","Are you guys going to the cinema?","ihr form: Geht ihr...? (verb + subject)."
"null Sie Frau Schmidt?","Sind","sein","formal question","Are you Mrs. Schmidt?","Formal Sie: Sind Sie...? (verb first, Sie capitalized)."
"null du mich?","Siehst","sehen","verb first","Do you see me?","sehen: Siehst du mich? (stem change e→ie in du form)."
"null es heute?","Regnet","regnen","weather question","Is it raining today?","Impersonal verb: Regnet es heute? (es as subject)."
"null du morgen?","Arbeitest","arbeiten","verb first with -t stem","Are you working tomorrow?","Stem ends in -t → add -est: Arbeitest du morgen?"
"null ihr morgen?","Kommt","kommen","ihr form","Are you (plural) coming tomorrow?","ihr form: Kommt ihr morgen? (verb + subject)."
"null deine Mutter zu Hause?","Ist","sein","sein question","Is your mother at home?","sein: Ist deine Mutter...? (verb first)."
"null du ein Auto?","Hast","haben","haben question","Do you have a car?","haben: Hast du ein Auto? (verb first)."
"null ihr Zeit?","Habt","haben","ihr form","Do you guys have time?","ihr form of haben: Habt ihr Zeit?"
"null du Fußball?","Spielst","spielen","verb first","Do you play soccer?","spielen: Spielst du Fußball?"
"null er Klavier?","Spielt","spielen","er form","Does he play piano?","er form: Spielt er Klavier?"
"null du heute Abend?","Kochst","kochen","verb first","Are you cooking this evening?","kochen: Kochst du heute Abend?"
"null ihr morgen früh?","Frühstückt","frühstücken","ihr form","Are you guys having breakfast tomorrow morning?","frühstücken: Frühstückt ihr morgen früh?"
"null Sie Kaffee?","Trinken","trinken","formal question","Do you drink coffee?","Formal: Trinken Sie Kaffee? (infinitive form)."
"null du gern Schokolade?","Magst","mögen","mögen question","Do you like chocolate?","mögen: Magst du Schokolade? (stem change)."
"null er seinen Bruder?","Mag","mögen","er form","Does he like his brother?","er form: Mag er seinen Bruder?"
"null ihr im Kino?","Seid","sein","ihr form","Are you guys at the cinema?","sein: Seid ihr im Kino? (unique ihr form)."
"null du schwimmen?","Kannst","können","modal verb","Can you swim?","Modal verb first: Kannst du schwimmen? (infinitive at end)."
"null er Deutsch sprechen?","Kann","können","er form","Can he speak German?","er form: Kann er Deutsch sprechen?"
